Site,Plot,Year,Block,Trt,category,biomass
SEV.black,25,2016,1,deluge,GUSA2,16.21175
SEV.black,25,2017,1,deluge,GUSA2,6.76075
SEV.black,25,2018,1,deluge,GUSA2,12.96893333
SEV.black,26,2016,2,chr,GUSA2,1.219165
SEV.black,26,2017,2,chr,GUSA2,14.8294
SEV.black,26,2018,2,chr,GUSA2,29.91325
SEV.black,28,2015,3,chr,GUSA2,0.92315
SEV.black,28,2016,3,chr,GUSA2,97.706
SEV.black,28,2017,3,chr,GUSA2,164.15477
SEV.black,28,2018,3,chr,GUSA2,63.899745
SEV.black,29,2014,3,deluge,GUSA2,3.101235
SEV.black,29,2015,3,deluge,GUSA2,115.838875
SEV.black,29,2016,3,deluge,GUSA2,123.78012
SEV.black,29,2017,3,deluge,GUSA2,55.22696667
SEV.black,29,2018,3,deluge,GUSA2,40.18269875
SEV.black,30,2014,2,deluge,GUSA2,0.40129
SEV.black,30,2015,2,deluge,GUSA2,50.1955
SEV.black,30,2016,2,deluge,GUSA2,377.491
SEV.black,30,2017,2,deluge,GUSA2,522.061
SEV.black,30,2018,2,deluge,GUSA2,92.35164167
SEV.black,3,2017,8,chr,GUSP,0.08245
SEV.black,3,2018,8,chr,GUSP,0.018755
SEV.black,4,2017,7,con,GUSP,1.07185
SEV.black,4,2018,7,con,GUSP,0.816363
SEV.black,5,2018,7,deluge,GUSP,0.018755
SEV.black,9,2018,10,deluge,GUSP,0.018755
SEV.black,12,2018,8,deluge,GUSP,0.018755
SEV.black,14,2018,4,deluge,GUSP,0.01649
SEV.black,19,2017,6,chr,GUSP,0.9894
SEV.black,20,2018,6,deluge,GUSP,0.393675
SEV.black,24,2017,4,chr,GUSP,0.1649
SEV.black,25,2018,1,deluge,GUSP,0.03751
SEV.black,26,2017,2,chr,GUSP,0.1649
SEV.black,27,2017,3,con,GUSP,0.08245
SEV.black,27,2018,3,con,GUSP,0.506025
SEV.black,28,2017,3,chr,GUSP,0.01649
SEV.black,28,2018,3,chr,GUSP,0.4216275
SEV.black,29,2018,3,deluge,GUSP,0.093775
SEV.black,1,2013,10,con,HODR,1.748
SEV.black,1,2014,10,con,HODR,0.5301
SEV.black,1,2015,10,con,HODR,0.0627
SEV.black,1,2016,10,con,HODR,0.513
SEV.black,1,2017,10,con,HODR,0.589
SEV.black,1,2018,10,con,HODR,0.7695
SEV.black,2,2012,9,chr,HODR,0.4275
SEV.black,2,2013,9,chr,HODR,0.855
SEV.black,2,2015,9,chr,HODR,0.114
SEV.black,2,2016,9,chr,HODR,0.57
SEV.black,2,2017,9,chr,HODR,1.71
SEV.black,2,2018,9,chr,HODR,0.0855
SEV.black,6,2012,7,chr,HODR,1.14
SEV.black,6,2013,7,chr,HODR,1.14
SEV.black,6,2014,7,chr,HODR,0.2907
SEV.black,6,2015,7,chr,HODR,0.456
SEV.black,6,2016,7,chr,HODR,1.482
SEV.black,6,2017,7,chr,HODR,0.7695
SEV.black,6,2018,7,chr,HODR,0.627
SEV.black,7,2012,8,con,HODR,1.9
SEV.black,7,2013,8,con,HODR,0.399
SEV.black,7,2014,8,con,HODR,0.285
SEV.black,7,2015,8,con,HODR,0.057
SEV.black,7,2016,8,con,HODR,0.0855
SEV.black,7,2017,8,con,HODR,0.304
SEV.black,7,2018,8,con,HODR,0.855
SEV.black,8,2012,9,deluge,HODR,0.798
SEV.black,8,2013,9,deluge,HODR,0.741
SEV.black,8,2014,9,deluge,HODR,1.52475
SEV.black,8,2015,9,deluge,HODR,0.3135
SEV.black,8,2016,9,deluge,HODR,0.5415
SEV.black,8,2017,9,deluge,HODR,0.20748
SEV.black,8,2018,9,deluge,HODR,0.3021
SEV.black,9,2012,10,deluge,HODR,1.14
SEV.black,9,2013,10,deluge,HODR,1.311
SEV.black,9,2014,10,deluge,HODR,1.677428571
SEV.black,9,2015,10,deluge,HODR,0.4218
SEV.black,9,2016,10,deluge,HODR,1.213285714
SEV.black,9,2017,10,deluge,HODR,1.01175
SEV.black,9,2018,10,deluge,HODR,0.66975
SEV.black,10,2013,10,chr,HODR,0.361
SEV.black,10,2015,10,chr,HODR,0.57
SEV.black,10,2016,10,chr,HODR,0.285
SEV.black,10,2017,10,chr,HODR,0.4275
SEV.black,10,2018,10,chr,HODR,0.114
SEV.black,11,2012,9,con,HODR,1.14
SEV.black,11,2013,9,con,HODR,1.12575
SEV.black,11,2014,9,con,HODR,1.3395
SEV.black,11,2015,9,con,HODR,1.083
SEV.black,11,2016,9,con,HODR,1.7385
SEV.black,11,2017,9,con,HODR,1.919
SEV.black,11,2018,9,con,HODR,1.843
SEV.black,12,2012,8,deluge,HODR,1.2825
SEV.black,12,2013,8,deluge,HODR,0.72675
SEV.black,12,2014,8,deluge,HODR,1.0944
SEV.black,12,2015,8,deluge,HODR,0.4902
SEV.black,12,2016,8,deluge,HODR,0.988
SEV.black,12,2017,8,deluge,HODR,0.5035
SEV.black,12,2018,8,deluge,HODR,0.2204
SEV.black,13,2012,5,deluge,HODR,0.399
SEV.black,13,2013,5,deluge,HODR,0.1995
SEV.black,13,2014,5,deluge,HODR,0.14535
SEV.black,13,2015,5,deluge,HODR,0.2052
SEV.black,13,2016,5,deluge,HODR,0.456
SEV.black,13,2017,5,deluge,HODR,0.285
SEV.black,13,2018,5,deluge,HODR,0.285
SEV.black,14,2012,4,deluge,HODR,1.14
SEV.black,14,2013,4,deluge,HODR,0.7125
SEV.black,14,2014,4,deluge,HODR,0.5738
SEV.black,14,2015,4,deluge,HODR,0.456
SEV.black,14,2016,4,deluge,HODR,0.285
SEV.black,14,2017,4,deluge,HODR,0.3838
SEV.black,14,2018,4,deluge,HODR,0.114
SEV.black,15,2012,4,con,HODR,2.1375
SEV.black,15,2013,4,con,HODR,0.8835
SEV.black,15,2014,4,con,HODR,0.669342857
SEV.black,15,2015,4,con,HODR,0.57
SEV.black,15,2016,4,con,HODR,1.061625
SEV.black,15,2017,4,con,HODR,1.104375
SEV.black,15,2018,4,con,HODR,1.004625
SEV.black,16,2012,5,chr,HODR,0.0114
SEV.black,16,2013,5,chr,HODR,0.0114
SEV.black,16,2014,5,chr,HODR,0.0114
SEV.black,16,2016,5,chr,HODR,0.1995
SEV.black,16,2017,5,chr,HODR,0.1995
SEV.black,16,2018,5,chr,HODR,0.0114
SEV.black,17,2012,5,con,HODR,1.71
SEV.black,17,2013,5,con,HODR,0.969
SEV.black,17,2014,5,con,HODR,0.8094
SEV.black,17,2015,5,con,HODR,0.0912
SEV.black,17,2016,5,con,HODR,0.893
SEV.black,17,2017,5,con,HODR,1.178
SEV.black,17,2018,5,con,HODR,0.6365
SEV.black,18,2013,6,con,HODR,0.285
SEV.black,18,2014,6,con,HODR,0.323
SEV.black,18,2015,6,con,HODR,0.095
SEV.black,18,2016,6,con,HODR,0.152
SEV.black,18,2017,6,con,HODR,0.152
SEV.black,18,2018,6,con,HODR,0.57
SEV.black,19,2012,6,chr,HODR,1.14
SEV.black,19,2013,6,chr,HODR,0.57
SEV.black,19,2014,6,chr,HODR,0.0627
SEV.black,19,2015,6,chr,HODR,0.1995
SEV.black,19,2016,6,chr,HODR,2.565
SEV.black,19,2017,6,chr,HODR,0.57
SEV.black,19,2018,6,chr,HODR,0.1482
SEV.black,20,2013,6,deluge,HODR,0.627
SEV.black,20,2014,6,deluge,HODR,0.65436
SEV.black,20,2015,6,deluge,HODR,0.1995
SEV.black,20,2016,6,deluge,HODR,0.2508
SEV.black,20,2017,6,deluge,HODR,0.114
SEV.black,20,2018,6,deluge,HODR,0.342
SEV.black,21,2012,2,con,HODR,0.114
SEV.black,21,2013,2,con,HODR,0.399
SEV.black,21,2014,2,con,HODR,0.27075
SEV.black,21,2015,2,con,HODR,0.4275
SEV.black,21,2016,2,con,HODR,0.475
SEV.black,21,2017,2,con,HODR,0.266
SEV.black,21,2018,2,con,HODR,0.285
SEV.black,22,2012,1,chr,HODR,0.114
SEV.black,22,2013,1,chr,HODR,0.114
SEV.black,22,2014,1,chr,HODR,0.0114
SEV.black,22,2017,1,chr,HODR,0.057
SEV.black,23,2013,1,con,HODR,0.285
SEV.black,23,2015,1,con,HODR,0.0114
SEV.black,23,2017,1,con,HODR,0.114
SEV.black,24,2012,4,chr,HODR,1.425
SEV.black,24,2013,4,chr,HODR,0.361
SEV.black,24,2014,4,chr,HODR,0.21375
SEV.black,24,2015,4,chr,HODR,0.1425
SEV.black,24,2016,4,chr,HODR,1.674375
SEV.black,24,2017,4,chr,HODR,1.387
SEV.black,24,2018,4,chr,HODR,0.6612
SEV.black,25,2012,1,deluge,HODR,0.627
SEV.black,25,2013,1,deluge,HODR,0.627
SEV.black,25,2014,1,deluge,HODR,2.0007
SEV.black,25,2015,1,deluge,HODR,0.4275
SEV.black,25,2016,1,deluge,HODR,0.798
SEV.black,25,2017,1,deluge,HODR,0.513
SEV.black,25,2018,1,deluge,HODR,0.703
SEV.black,26,2012,2,chr,HODR,1.71
SEV.black,26,2013,2,chr,HODR,0.228
SEV.black,26,2015,2,chr,HODR,0.285
SEV.black,26,2016,2,chr,HODR,0.9975
SEV.black,26,2017,2,chr,HODR,0.9975
SEV.black,26,2018,2,chr,HODR,0.057
SEV.black,27,2012,3,con,HODR,0.114
SEV.black,27,2013,3,con,HODR,0.285
SEV.black,27,2014,3,con,HODR,0.43035
SEV.black,27,2015,3,con,HODR,0.475
SEV.black,27,2016,3,con,HODR,0.646
SEV.black,27,2017,3,con,HODR,0.703
SEV.black,27,2018,3,con,HODR,1.14
SEV.black,29,2012,3,deluge,HODR,0.608
SEV.black,29,2013,3,deluge,HODR,1.026
SEV.black,29,2014,3,deluge,HODR,0.95
SEV.black,29,2015,3,deluge,HODR,0.475
SEV.black,29,2016,3,deluge,HODR,0.855
SEV.black,29,2017,3,deluge,HODR,0.4275
SEV.black,29,2018,3,deluge,HODR,0.23028
SEV.black,30,2012,2,deluge,HODR,1.14
SEV.black,30,2013,2,deluge,HODR,0.82308
SEV.black,30,2014,2,deluge,HODR,0.7182
SEV.black,30,2015,2,deluge,HODR,1.18275
SEV.black,30,2016,2,deluge,HODR,1.7385
SEV.black,30,2017,2,deluge,HODR,0.98325
SEV.black,30,2018,2,deluge,HODR,1.6245
SEV.black,6,2016,7,chr,HYFIC,3.54531
SEV.black,1,2017,10,con,IPPU4,0.0097
SEV.black,1,2018,10,con,IPPU4,0.016975
SEV.black,2,2016,9,chr,IPPU4,0.181875
SEV.black,2,2017,9,chr,IPPU4,0.0254625
SEV.black,2,2018,9,chr,IPPU4,0.00485
SEV.black,3,2017,8,chr,IPPU4,0.00485
SEV.black,3,2018,8,chr,IPPU4,0.12125
SEV.black,4,2016,7,con,IPPU4,0.0097
SEV.black,4,2017,7,con,IPPU4,0.01455
SEV.black,4,2018,7,con,IPPU4,0.075175
SEV.black,5,2018,7,deluge,IPPU4,0.00485
SEV.black,8,2014,9,deluge,IPPU4,0.0485
SEV.black,8,2018,9,deluge,IPPU4,0.0194
SEV.black,9,2017,10,deluge,IPPU4,0.00485
SEV.black,9,2018,10,deluge,IPPU4,0.01455
SEV.black,10,2016,10,chr,IPPU4,0.1455
SEV.black,10,2017,10,chr,IPPU4,0.03395
SEV.black,10,2018,10,chr,IPPU4,0.01455
SEV.black,12,2018,8,deluge,IPPU4,0.026675
SEV.black,13,2018,5,deluge,IPPU4,0.21825
SEV.black,14,2018,4,deluge,IPPU4,0.00485
SEV.black,16,2016,5,chr,IPPU4,0.206125
SEV.black,16,2017,5,chr,IPPU4,0.045266667
SEV.black,16,2018,5,chr,IPPU4,0.00485
SEV.black,18,2016,6,con,IPPU4,0.097
SEV.black,22,2016,1,chr,IPPU4,0.1781875
SEV.black,22,2017,1,chr,IPPU4,0.05335
SEV.black,22,2018,1,chr,IPPU4,0.01455
SEV.black,24,2016,4,chr,IPPU4,0.1261
SEV.black,24,2017,4,chr,IPPU4,0.007275
SEV.black,24,2018,4,chr,IPPU4,0.172175
SEV.black,27,2016,3,con,IPPU4,0.00485
SEV.black,27,2017,3,con,IPPU4,0.0291
SEV.black,27,2018,3,con,IPPU4,0.00485
SEV.black,28,2016,3,chr,IPPU4,0.00485
SEV.black,28,2018,3,chr,IPPU4,0.02425
SEV.black,30,2016,2,deluge,IPPU4,0.0485
SEV.black,30,2017,2,deluge,IPPU4,0.00485
SEV.black,30,2018,2,deluge,IPPU4,0.07275
SEV.black,1,2013,10,con,KAPA,19.25655
SEV.black,2,2013,9,chr,KAPA,2.819025
SEV.black,2,2014,9,chr,KAPA,0.683
SEV.black,2,2018,9,chr,KAPA,1.473723814
SEV.black,3,2013,8,chr,KAPA,10.1127
SEV.black,3,2018,8,chr,KAPA,0.948995826
SEV.black,4,2013,7,con,KAPA,11.523675
SEV.black,4,2018,7,con,KAPA,0.592170255
SEV.black,5,2013,7,deluge,KAPA,9.3345
SEV.black,5,2018,7,deluge,KAPA,0.578153229
SEV.black,6,2013,7,chr,KAPA,10.5352
SEV.black,6,2018,7,chr,KAPA,0.582825571
SEV.black,7,2013,8,con,KAPA,29.16385
SEV.black,7,2017,8,con,KAPA,3.180524455
SEV.black,7,2018,8,con,KAPA,5.964509417
SEV.black,8,2012,9,deluge,KAPA,0.59845
SEV.black,8,2013,9,deluge,KAPA,7.1964
SEV.black,8,2014,9,deluge,KAPA,1.3935
SEV.black,8,2018,9,deluge,KAPA,0.581268124
SEV.black,9,2013,10,deluge,KAPA,10.26596667
SEV.black,9,2018,10,deluge,KAPA,1.770280975
SEV.black,10,2013,10,chr,KAPA,10.5519
SEV.black,10,2018,10,chr,KAPA,3.015191783
SEV.black,11,2013,9,con,KAPA,24.9319
SEV.black,11,2018,9,con,KAPA,1.4809535
SEV.black,12,2012,8,deluge,KAPA,0.1416
SEV.black,13,2012,5,deluge,KAPA,0.2289
SEV.black,13,2013,5,deluge,KAPA,8.7528
SEV.black,14,2013,4,deluge,KAPA,12.96805
SEV.black,14,2018,4,deluge,KAPA,0.576907271
SEV.black,15,2012,4,con,KAPA,0.42095
SEV.black,15,2013,4,con,KAPA,15.8362
SEV.black,15,2018,4,con,KAPA,0.985425692
SEV.black,16,2012,5,chr,KAPA,0.355
SEV.black,16,2013,5,chr,KAPA,15.7553
SEV.black,16,2018,5,chr,KAPA,1.180446892
SEV.black,17,2012,5,con,KAPA,0.2968
SEV.black,17,2013,5,con,KAPA,25.85455
SEV.black,17,2017,5,con,KAPA,1.245635718
SEV.black,17,2018,5,con,KAPA,0.680166026
SEV.black,18,2013,6,con,KAPA,17.117475
SEV.black,18,2018,6,con,KAPA,0.893390158
SEV.black,19,2013,6,chr,KAPA,15.17295
SEV.black,19,2018,6,chr,KAPA,0.609302175
SEV.black,20,2013,6,deluge,KAPA,20.391425
SEV.black,21,2013,2,con,KAPA,17.1499
SEV.black,21,2017,2,con,KAPA,0.645456371
SEV.black,21,2018,2,con,KAPA,0.601514938
SEV.black,22,2013,1,chr,KAPA,19.20078125
SEV.black,22,2018,1,chr,KAPA,1.299591608
SEV.black,23,2012,1,con,KAPA,0.2871
SEV.black,23,2013,1,con,KAPA,25.108775
SEV.black,23,2017,1,con,KAPA,0.65780465
SEV.black,23,2018,1,con,KAPA,1.243815795
SEV.black,24,2013,4,chr,KAPA,21.21875
SEV.black,24,2018,4,chr,KAPA,3.115404986
SEV.black,25,2013,1,deluge,KAPA,10.96785833
SEV.black,26,2013,2,chr,KAPA,5.348175
SEV.black,27,2013,3,con,KAPA,6.4668375
SEV.black,27,2017,3,con,KAPA,1.247693765
SEV.black,27,2018,3,con,KAPA,1.417957601
SEV.black,28,2013,3,chr,KAPA,2.4938
SEV.black,29,2013,3,deluge,KAPA,4.0988375
SEV.black,29,2018,3,deluge,KAPA,0.579710677
SEV.black,30,2013,2,deluge,KAPA,8.75085
SEV.black,26,2017,2,chr,KRLA2,0.04844
SEV.black,27,2012,3,con,KRLA2,45.99
SEV.black,27,2013,3,con,KRLA2,26.976
SEV.black,27,2014,3,con,KRLA2,24.4705
SEV.black,27,2015,3,con,KRLA2,24.902
SEV.black,27,2016,3,con,KRLA2,32.335
SEV.black,27,2017,3,con,KRLA2,16.71941
SEV.black,27,2018,3,con,KRLA2,21.23101
SEV.black,29,2013,3,deluge,KRLA2,19.71
SEV.black,29,2014,3,deluge,KRLA2,26.28
SEV.black,29,2015,3,deluge,KRLA2,7.781
SEV.black,29,2016,3,deluge,KRLA2,1.8847
SEV.black,29,2017,3,deluge,KRLA2,8.23895
SEV.black,29,2018,3,deluge,KRLA2,4.71175
SEV.black,3,2017,8,chr,LAOCO,0.1656
SEV.black,3,2018,8,chr,LAOCO,0.11592
SEV.black,7,2017,8,con,LAOCO,0.2208
SEV.black,7,2018,8,con,LAOCO,0.0828
SEV.black,8,2013,9,deluge,LAOCO,0.1104
SEV.black,8,2016,9,deluge,LAOCO,0.1288
SEV.black,8,2017,9,deluge,LAOCO,0.07728
SEV.black,8,2018,9,deluge,LAOCO,0.15732
SEV.black,10,2016,10,chr,LAOCO,1.932
SEV.black,10,2017,10,chr,LAOCO,0.13248
SEV.black,10,2018,10,chr,LAOCO,0.06624
SEV.black,16,2018,5,chr,LAOCO,0.01104
SEV.black,19,2017,6,chr,LAOCO,0.02208
SEV.black,22,2016,1,chr,LAOCO,0.552
SEV.black,22,2017,1,chr,LAOCO,0.32016
SEV.black,22,2018,1,chr,LAOCO,0.02208
SEV.black,30,2016,2,deluge,LAOCO,0.1104
SEV.black,19,2018,6,chr,LATR2,0.657
SEV.black,28,2018,3,chr,LATR2,0.3285
SEV.black,28,2015,3,chr,LEDE,0.12125
SEV.black,2,2016,9,chr,LEFE,0.03165
SEV.black,2,2017,9,chr,LEFE,2.1005
SEV.black,5,2016,7,deluge,LEFE,0.683375
SEV.black,5,2018,7,deluge,LEFE,0.18415
SEV.black,6,2017,7,chr,LEFE,1.445875
SEV.black,6,2018,7,chr,LEFE,3.471525
SEV.black,8,2014,9,deluge,LEFE,2.1005
SEV.black,8,2015,9,deluge,LEFE,0.3165
SEV.black,8,2016,9,deluge,LEFE,0.683375
SEV.black,8,2017,9,deluge,LEFE,0.3165
SEV.black,10,2015,10,chr,LEFE,0.79125
SEV.black,12,2014,8,deluge,LEFE,1.733625
SEV.black,12,2015,8,deluge,LEFE,0.174075
SEV.black,12,2016,8,deluge,LEFE,0.3165
SEV.black,12,2017,8,deluge,LEFE,0.256083333
SEV.black,14,2017,4,deluge,LEFE,0.3683
SEV.black,14,2018,4,deluge,LEFE,1.080425
SEV.black,16,2017,5,chr,LEFE,0.289175
SEV.black,16,2018,5,chr,LEFE,1.316375
SEV.black,21,2014,2,con,LEFE,0.683375
SEV.black,21,2015,2,con,LEFE,3.028375
SEV.black,21,2016,2,con,LEFE,8.6895
SEV.black,21,2017,2,con,LEFE,8.7354
SEV.black,21,2018,2,con,LEFE,1.5825
SEV.black,22,2017,1,chr,LEFE,0.96045
SEV.black,22,2018,1,chr,LEFE,0.361583333
SEV.black,23,2017,1,con,LEFE,0.3165
SEV.black,24,2017,4,chr,LEFE,0.15825
SEV.black,24,2018,4,chr,LEFE,1.28905
SEV.black,25,2014,1,deluge,LEFE,2.25875
SEV.black,25,2015,1,deluge,LEFE,11.0775
SEV.black,25,2017,1,deluge,LEFE,0.2321
SEV.black,25,2018,1,deluge,LEFE,0.92075
SEV.black,26,2016,2,chr,LEFE,0.3073
SEV.black,26,2017,2,chr,LEFE,3.280641667
SEV.black,26,2018,2,chr,LEFE,1.98422
SEV.black,27,2016,3,con,LEFE,0.4201
SEV.black,28,2015,3,chr,LEFE,0.03165
SEV.black,29,2012,3,deluge,LEFE,0.4201
SEV.black,29,2013,3,deluge,LEFE,3.309
SEV.black,29,2014,3,deluge,LEFE,6.82871
SEV.black,29,2015,3,deluge,LEFE,23.22055
SEV.black,29,2016,3,deluge,LEFE,4.66588
SEV.black,29,2017,3,deluge,LEFE,2.71135
SEV.black,29,2018,3,deluge,LEFE,1.018164286
SEV.black,30,2012,2,deluge,LEFE,0.4201
SEV.black,30,2013,2,deluge,LEFE,2.496125
SEV.black,30,2014,2,deluge,LEFE,7.835833333
SEV.black,30,2015,2,deluge,LEFE,10.761
SEV.black,30,2016,2,deluge,LEFE,13.8406625
SEV.black,30,2017,2,deluge,LEFE,4.4521
SEV.black,30,2018,2,deluge,LEFE,0.72624
SEV.black,12,2015,8,deluge,LIIN2,0.1649
SEV.black,24,2017,4,chr,LIIN2,0.206125
SEV.black,29,2015,3,deluge,LIIN2,3.270516667
SEV.black,30,2015,2,deluge,LIIN2,2.88575
SEV.black,1,2013,10,con,LIPU4,0.04555
SEV.black,1,2014,10,con,LIPU4,0.409625
SEV.black,1,2016,10,con,LIPU4,0.132991667
SEV.black,1,2017,10,con,LIPU4,0.00485
SEV.black,1,2018,10,con,LIPU4,0.143041667
SEV.black,2,2012,9,chr,LIPU4,0.04555
SEV.black,2,2013,9,chr,LIPU4,0.004555
SEV.black,2,2015,9,chr,LIPU4,0.02425
SEV.black,2,2016,9,chr,LIPU4,0.17249375
SEV.black,2,2018,9,chr,LIPU4,0.17393
SEV.black,4,2014,7,con,LIPU4,0.12125
SEV.black,4,2015,7,con,LIPU4,0.0485
SEV.black,4,2016,7,con,LIPU4,0.4213375
SEV.black,4,2017,7,con,LIPU4,0.0291
SEV.black,4,2018,7,con,LIPU4,0.004555
SEV.black,5,2013,7,deluge,LIPU4,0.004555
SEV.black,5,2014,7,deluge,LIPU4,0.1455
SEV.black,5,2015,7,deluge,LIPU4,0.12125
SEV.black,5,2016,7,deluge,LIPU4,0.02425
SEV.black,5,2017,7,deluge,LIPU4,0.0291
SEV.black,6,2015,7,chr,LIPU4,0.036375
SEV.black,6,2016,7,chr,LIPU4,0.061575
SEV.black,6,2017,7,chr,LIPU4,0.00485
SEV.black,6,2018,7,chr,LIPU4,0.189955
SEV.black,8,2013,9,deluge,LIPU4,0.04555
SEV.black,8,2014,9,deluge,LIPU4,0.130041667
SEV.black,8,2015,9,deluge,LIPU4,0.0485
SEV.black,8,2016,9,deluge,LIPU4,0.036375
SEV.black,8,2018,9,deluge,LIPU4,0.0485
SEV.black,9,2013,10,deluge,LIPU4,0.004555
SEV.black,9,2014,10,deluge,LIPU4,0.0485
SEV.black,9,2017,10,deluge,LIPU4,0.097
SEV.black,9,2018,10,deluge,LIPU4,0.00485
SEV.black,10,2016,10,chr,LIPU4,0.22775
SEV.black,10,2018,10,chr,LIPU4,0.1455
SEV.black,12,2014,8,deluge,LIPU4,0.158716667
SEV.black,12,2015,8,deluge,LIPU4,0.0485
SEV.black,12,2017,8,deluge,LIPU4,0.027483333
SEV.black,13,2014,5,deluge,LIPU4,0.20829375
SEV.black,13,2015,5,deluge,LIPU4,0.02425
SEV.black,13,2018,5,deluge,LIPU4,0.161666667
SEV.black,14,2013,4,deluge,LIPU4,0.004555
SEV.black,14,2014,4,deluge,LIPU4,0.16811
SEV.black,14,2015,4,deluge,LIPU4,0.0485
SEV.black,14,2017,4,deluge,LIPU4,0.0873
SEV.black,14,2018,4,deluge,LIPU4,0.157625
SEV.black,16,2017,5,chr,LIPU4,0.00485
SEV.black,17,2018,5,con,LIPU4,0.00485
SEV.black,18,2012,6,con,LIPU4,0.4555
SEV.black,18,2018,6,con,LIPU4,0.00485
SEV.black,19,2016,6,chr,LIPU4,0.060733333
SEV.black,19,2017,6,chr,LIPU4,0.24735
SEV.black,19,2018,6,chr,LIPU4,0.026675
SEV.black,21,2012,2,con,LIPU4,0.341625
SEV.black,21,2013,2,con,LIPU4,0.050105
SEV.black,21,2014,2,con,LIPU4,0.312625
SEV.black,21,2015,2,con,LIPU4,0.0776
SEV.black,21,2016,2,con,LIPU4,0.05335
SEV.black,21,2017,2,con,LIPU4,0.012933333
SEV.black,21,2018,2,con,LIPU4,0.027483333
SEV.black,22,2015,1,chr,LIPU4,0.0485
SEV.black,22,2018,1,chr,LIPU4,0.06164
SEV.black,23,2018,1,con,LIPU4,0.02425
SEV.black,24,2016,4,chr,LIPU4,0.02425
SEV.black,24,2017,4,chr,LIPU4,0.01455
SEV.black,24,2018,4,chr,LIPU4,0.1455
SEV.black,25,2012,1,deluge,LIPU4,0.341625
SEV.black,25,2013,1,deluge,LIPU4,0.004555
SEV.black,25,2014,1,deluge,LIPU4,0.3544875
SEV.black,25,2015,1,deluge,LIPU4,0.16975
SEV.black,25,2016,1,deluge,LIPU4,0.3395
SEV.black,25,2017,1,deluge,LIPU4,0.36375
SEV.black,25,2018,1,deluge,LIPU4,0.05335
SEV.black,26,2015,2,chr,LIPU4,0.12125
SEV.black,26,2017,2,chr,LIPU4,0.0291
SEV.black,26,2018,2,chr,LIPU4,0.30055
SEV.black,27,2018,3,con,LIPU4,0.0388
SEV.black,28,2015,3,chr,LIPU4,0.2425
SEV.black,28,2017,3,chr,LIPU4,0.0097
SEV.black,28,2018,3,chr,LIPU4,0.13095
SEV.black,29,2014,3,deluge,LIPU4,0.113875
SEV.black,29,2015,3,deluge,LIPU4,0.02425
SEV.black,29,2018,3,deluge,LIPU4,0.01455
SEV.black,30,2015,2,deluge,LIPU4,0.12125
SEV.black,30,2016,2,deluge,LIPU4,0.388
SEV.black,30,2017,2,deluge,LIPU4,0.02425
SEV.black,30,2018,2,deluge,LIPU4,0.161666667
SEV.black,5,2015,7,deluge,LOPL2,0.18755
SEV.black,10,2016,10,chr,LOPL2,0.41225
SEV.black,24,2016,4,chr,LOPL2,0.26384
SEV.black,24,2016,4,chr,MACA2,1.649
SEV.black,24,2018,4,chr,MACA2,7.11443
SEV.black,25,2018,1,deluge,MACA2,0.018755
SEV.black,28,2016,3,chr,MACA2,0.41225
SEV.black,12,2017,8,deluge,MAFE,0.02425
SEV.black,2,2016,9,chr,MAGR10,0.68325
SEV.black,19,2016,6,chr,MAGR10,2.2775
SEV.black,20,2016,6,deluge,MAGR10,0.341625
SEV.black,1,2018,10,con,MAPIP,0.05972
SEV.black,2,2016,9,chr,MAPIP,1.391
SEV.black,2,2017,9,chr,MAPIP,0.2003
SEV.black,2,2018,9,chr,MAPIP,0.43955
SEV.black,3,2018,8,chr,MAPIP,0.02003
SEV.black,4,2016,7,con,MAPIP,0.189175
SEV.black,4,2017,7,con,MAPIP,2.142125
SEV.black,4,2018,7,con,MAPIP,1.19625
SEV.black,5,2014,7,deluge,MAPIP,0.166176667
SEV.black,5,2015,7,deluge,MAPIP,2.003
SEV.black,5,2016,7,deluge,MAPIP,1.36456
SEV.black,5,2017,7,deluge,MAPIP,1.81385
SEV.black,5,2018,7,deluge,MAPIP,0.768046
SEV.black,6,2016,7,chr,MAPIP,0.1391
SEV.black,6,2017,7,chr,MAPIP,0.23925
SEV.black,6,2018,7,chr,MAPIP,1.89175
SEV.black,7,2018,8,con,MAPIP,1.6024
SEV.black,8,2017,9,deluge,MAPIP,0.02003
SEV.black,8,2018,9,deluge,MAPIP,0.744016
SEV.black,9,2018,10,deluge,MAPIP,0.149115
SEV.black,10,2015,10,chr,MAPIP,0.10015
SEV.black,10,2018,10,chr,MAPIP,0.2782
SEV.black,11,2014,9,con,MAPIP,0.2782
SEV.black,11,2015,9,con,MAPIP,0.50075
SEV.black,11,2018,9,con,MAPIP,0.109423333
SEV.black,12,2013,8,deluge,MAPIP,0.02782
SEV.black,12,2018,8,deluge,MAPIP,0.02003
SEV.black,13,2015,5,deluge,MAPIP,1.0015
SEV.black,13,2016,5,deluge,MAPIP,1.446625
SEV.black,13,2017,5,deluge,MAPIP,0.365366667
SEV.black,13,2018,5,deluge,MAPIP,1.19625
SEV.black,14,2014,4,deluge,MAPIP,0.2003
SEV.black,14,2018,4,deluge,MAPIP,0.023925
SEV.black,15,2017,4,con,MAPIP,0.02782
SEV.black,15,2018,4,con,MAPIP,0.389475
SEV.black,17,2018,5,con,MAPIP,0.166176667
